1190	:	0.001700	:	0.000313
1195	:	0.001650	:	0.000304
1200	:	0.001598	:	0.000296
1205	:	0.001547	:	0.000288
1210	:	0.001497	:	0.000279
1215	:	0.001455	:	0.000273
1220	:	0.001403	:	0.000265
1225	:	0.001362	:	0.000259
1230	:	0.001313	:	0.000248
1235	:	0.001272	:	0.000241
1240	:	0.001231	:	0.000234
1245	:	0.001200	:	0.000230
1250	:	0.001158	:	0.000224
1255	:	0.001127	:	0.000219
1260	:	0.001087	:	0.000211
1265	:	0.001055	:	0.000207
1270	:	0.001022	:	0.000201
1275	:	0.0009913	:	0.0001959
1280	:	0.0009610	:	0.0001902
1285	:	0.0009324	:	0.0001852
1290	:	0.0009034	:	0.0001806
1295	:	0.0008770	:	0.0001761
1300	:	0.0008503	:	0.0001714
1305	:	0.0008244	:	0.0001673
1310	:	0.0007998	:	0.0001629
1315	:	0.0007752	:	0.0001586
1320	:	0.0007514	:	0.0001547
1325	:	0.0007289	:	0.0001508
1330	:	0.0007069	:	0.0001469
1335	:	0.0006854	:	0.0001430
1340	:	0.0006646	:	0.0001395
1345	:	0.0006448	:	0.0001364
1350	:	0.0006252	:	0.0001330
1355	:	0.0006068	:	0.0001296
1360	:	0.0005885	:	0.0001262
1365	:	0.0005705	:	0.0001236
1370	:	0.0005534	:	0.0001195
1375	:	0.0005366	:	0.0001169
1380	:	0.0005214	:	0.0001139
1385	:	0.0005050	:	0.0001109
1390	:	0.0004904	:	0.0001086
1395	:	0.0004762	:	0.0001057
1400	:	0.0004619	:	0.0001029
1405	:	0.0004482	:	0.0001008
1410	:	0.0004351	:	0.0000982
1415	:	0.0004230	:	0.0000956
1420	:	0.0004104	:	0.0000936
1425	:	0.0003981	:	0.0000911
1430	:	0.0003868	:	0.0000895
1435	:	0.0003757	:	0.0000871
1440	:	0.0003646	:	0.0000847
1445	:	0.0003540	:	0.0000831
1450	:	0.0003439	:	0.0000808
1455	:	0.0003339	:	0.0000786
1460	:	0.0003243	:	0.0000771
1465	:	0.0003153	:	0.0000750
1470	:	0.0003058	:	0.0000734
1475	:	0.0002968	:	0.0000713
1480	:	0.0002881	:	0.0000689
1485	:	0.0002797	:	0.0000675
1490	:	0.0002717	:	0.0000656
1495	:	0.0002643	:	0.0000644
1500	:	0.0002562	:	0.0000625
1505	:	0.0002489	:	0.0000612
1510	:	0.0002418	:	0.0000595
1515	:	0.0002344	:	0.0000582
1520	:	0.0002274	:	0.0000566
1525	:	0.0002210	:	0.0000555
1530	:	0.0002144	:	0.0000533
1535	:	0.0002081	:	0.0000522
1540	:	0.0002017	:	0.0000511
1545	:	0.0001964	:	0.0000502
1550	:	0.0001905	:	0.0000486
1555	:	0.0001852	:	0.0000477
1560	:	0.0001793	:	0.0000461
1565	:	0.0001740	:	0.0000451
1570	:	0.0001692	:	0.0000437
1575	:	0.0001639	:	0.0000427
1580	:	0.0001596	:	0.0000420
1585	:	0.0001547	:	0.0000405
1590	:	0.0001505	:	0.0000398
1595	:	0.0001456	:	0.0000383
1600	:	0.0001414	:	0.0000375
1605	:	0.0001371	:	0.0000367
1610	:	0.0001322	:	0.0000353
1615	:	0.0001279	:	0.0000344
1620	:	0.0001241	:	0.0000332
1625	:	0.0001198	:	0.0000324
1630	:	0.0001160	:	0.0000311
1635	:	0.0001128	:	0.0000306
1640	:	0.0001089	:	0.0000293
1645	:	0.0001057	:	0.0000287
1650	:	0.0001027	:	0.0000280
1655	:	0.0001001	:	0.0000275
1660	:	0.00009758	:	0.00002688
1665	:	0.00009521	:	0.00002637
1670	:	0.00009299	:	0.00002584
1675	:	0.00009083	:	0.00002537
1680	:	0.00008874	:	0.00002498
1685	:	0.00008666	:	0.00002457
1690	:	0.00008465	:	0.00002408
1695	:	0.00008271	:	0.00002365
1700	:	0.00008078	:	0.00002322
1705	:	0.00007867	:	0.00002267
1710	:	0.00007657	:	0.00002223
1715	:	0.00007460	:	0.00002172
1720	:	0.00007252	:	0.00002125
1725	:	0.00007052	:	0.00002071
1730	:	0.00006857	:	0.00002023
1735	:	0.00006673	:	0.00001976
1740	:	0.00006492	:	0.00001933
1745	:	0.00006309	:	0.00001884
1750	:	0.00006136	:	0.00001840
1755	:	0.00005973	:	0.00001797
1760	:	0.00005808	:	0.00001757
1765	:	0.00005655	:	0.00001717
1770	:	0.00005500	:	0.00001679
1775	:	0.00005357	:	0.00001643
1780	:	0.00005208	:	0.00001598
1785	:	0.00005071	:	0.00001568
1790	:	0.00004939	:	0.00001531
1795	:	0.00004806	:	0.00001497
1800	:	0.00004675	:	0.00001460
1805	:	0.00004551	:	0.00001430
1810	:	0.00004428	:	0.00001397
1815	:	0.00004307	:	0.00001362
1820	:	0.00004200	:	0.00001332
1825	:	0.00004085	:	0.00001303
1830	:	0.00003976	:	0.00001271
1835	:	0.00003870	:	0.00001246
1840	:	0.00003760	:	0.00001213
1845	:	0.00003669	:	0.00001191
1850	:	0.00003570	:	0.00001160
1855	:	0.00003477	:	0.00001136
1860	:	0.00003385	:	0.00001113
1865	:	0.00003296	:	0.00001084
1870	:	0.00003207	:	0.00001057
1875	:	0.00003126	:	0.00001036
1880	:	0.00003043	:	0.00001014
1885	:	0.00002965	:	0.00000987
1890	:	0.00002890	:	0.00000972
1895	:	0.00002811	:	0.00000947
1900	:	0.00002740	:	0.00000927
1905	:	0.00002668	:	0.00000906
1910	:	0.00002599	:	0.00000883
1915	:	0.00002528	:	0.00000862
1920	:	0.00002466	:	0.00000845
1925	:	0.00002399	:	0.00000821
1930	:	0.00002337	:	0.00000804
1935	:	0.00002276	:	0.00000786
1940	:	0.00002215	:	0.00000768
1945	:	0.00002159	:	0.00000757
1950	:	0.00002102	:	0.00000735
1955	:	0.00002052	:	0.00000719
1960	:	0.00001990	:	0.00000701
1965	:	0.00001941	:	0.00000686
1970	:	0.00001890	:	0.00000670
1975	:	0.00001846	:	0.00000661
1980	:	0.00001796	:	0.00000644
1985	:	0.00001757	:	0.00000632
1990	:	0.00001706	:	0.00000616
1995	:	0.00001662	:	0.00000606
2000	:	0.00001624	:	0.00000593
